Genome	Similarity	evaluation_type	Tree_genome	metric	value
Bacillus_anthracis_str._Ames	95.5	consensus	Ancestor	NGA50	1847.0
Bacillus_anthracis_str._Ames	95.5	consensus	Evolved	NGA50	1912.0
Bacillus_anthracis_str._Ames	95.5	strain	Ancestor	NGA50	1823.0
Bacillus_anthracis_str._Ames	95.5	strain	Evolved	NGA50	1902.0
Bacillus_anthracis_str._Ames	96.0	consensus	Ancestor	NGA50	1478.0
Bacillus_anthracis_str._Ames	96.0	consensus	Evolved	NGA50	1495.0
Bacillus_anthracis_str._Ames	96.0	strain	Ancestor	NGA50	1470.0
Bacillus_anthracis_str._Ames	96.0	strain	Evolved	NGA50	1484.0
Bacillus_anthracis_str._Ames	96.5	consensus	Ancestor	NGA50	1134.0
Bacillus_anthracis_str._Ames	96.5	consensus	Evolved	NGA50	1144.0
Bacillus_anthracis_str._Ames	96.5	strain	Ancestor	NGA50	1119.0
Bacillus_anthracis_str._Ames	96.5	strain	Evolved	NGA50	1126.0
Bacillus_anthracis_str._Ames	97.0	consensus	Ancestor	NGA50	940.0
Bacillus_anthracis_str._Ames	97.0	consensus	Evolved	NGA50	947.0
Bacillus_anthracis_str._Ames	97.0	strain	Ancestor	NGA50	896.0
Bacillus_anthracis_str._Ames	97.0	strain	Evolved	NGA50	900.0
Bacillus_anthracis_str._Ames	97.5	consensus	Ancestor	NGA50	870.0
Bacillus_anthracis_str._Ames	97.5	consensus	Evolved	NGA50	859.0
Bacillus_anthracis_str._Ames	97.5	strain	Ancestor	NGA50	770.0
Bacillus_anthracis_str._Ames	97.5	strain	Evolved	NGA50	749.0
Bacillus_anthracis_str._Ames	98.0	consensus	Ancestor	NGA50	979.0
Bacillus_anthracis_str._Ames	98.0	consensus	Evolved	NGA50	970.0
Bacillus_anthracis_str._Ames	98.0	strain	Ancestor	NGA50	694.0
Bacillus_anthracis_str._Ames	98.0	strain	Evolved	NGA50	693.0
Bacillus_anthracis_str._Ames	98.5	consensus	Ancestor	NGA50	1719.0
Bacillus_anthracis_str._Ames	98.5	consensus	Evolved	NGA50	1701.0
Bacillus_anthracis_str._Ames	98.5	strain	Ancestor	NGA50	668.0
Bacillus_anthracis_str._Ames	98.5	strain	Evolved	NGA50	607.0
Bacillus_anthracis_str._Ames	99.0	consensus	Ancestor	NGA50	4164.0
Bacillus_anthracis_str._Ames	99.0	consensus	Evolved	NGA50	4177.0
Bacillus_anthracis_str._Ames	99.0	strain	Ancestor	NGA50	847.0
Bacillus_anthracis_str._Ames	99.0	strain	Evolved	NGA50	NA
Bacillus_anthracis_str._Ames	99.5	consensus	Ancestor	NGA50	9769.0
Bacillus_anthracis_str._Ames	99.5	consensus	Evolved	NGA50	9769.0
Bacillus_anthracis_str._Ames	99.5	strain	Ancestor	NGA50	1817.0
Bacillus_anthracis_str._Ames	99.5	strain	Evolved	NGA50	NA
Bacillus_cereus_ATCC_10987	90.0	consensus	Ancestor	NGA50	20455.0
Bacillus_cereus_ATCC_10987	90.0	consensus	Evolved	NGA50	24204.0
Bacillus_cereus_ATCC_10987	90.0	strain	Ancestor	NGA50	20455.0
Bacillus_cereus_ATCC_10987	90.0	strain	Evolved	NGA50	24204.0
Bacillus_cereus_ATCC_10987	90.5	consensus	Ancestor	NGA50	20404.0
Bacillus_cereus_ATCC_10987	90.5	consensus	Evolved	NGA50	23548.0
Bacillus_cereus_ATCC_10987	90.5	strain	Ancestor	NGA50	20404.0
Bacillus_cereus_ATCC_10987	90.5	strain	Evolved	NGA50	23548.0
Bacillus_cereus_ATCC_10987	91.0	consensus	Ancestor	NGA50	16501.0
Bacillus_cereus_ATCC_10987	91.0	consensus	Evolved	NGA50	18471.0
Bacillus_cereus_ATCC_10987	91.0	strain	Ancestor	NGA50	16501.0
Bacillus_cereus_ATCC_10987	91.0	strain	Evolved	NGA50	18471.0
Bacillus_cereus_ATCC_10987	91.5	consensus	Ancestor	NGA50	13042.0
Bacillus_cereus_ATCC_10987	91.5	consensus	Evolved	NGA50	14103.0
Bacillus_cereus_ATCC_10987	91.5	strain	Ancestor	NGA50	13042.0
Bacillus_cereus_ATCC_10987	91.5	strain	Evolved	NGA50	14103.0
Bacillus_cereus_ATCC_10987	92.0	consensus	Ancestor	NGA50	10341.0
Bacillus_cereus_ATCC_10987	92.0	consensus	Evolved	NGA50	11564.0
Bacillus_cereus_ATCC_10987	92.0	strain	Ancestor	NGA50	10341.0
Bacillus_cereus_ATCC_10987	92.0	strain	Evolved	NGA50	11564.0
Bacillus_cereus_ATCC_10987	92.5	consensus	Ancestor	NGA50	8051.0
Bacillus_cereus_ATCC_10987	92.5	consensus	Evolved	NGA50	8219.0
Bacillus_cereus_ATCC_10987	92.5	strain	Ancestor	NGA50	8051.0
Bacillus_cereus_ATCC_10987	92.5	strain	Evolved	NGA50	8219.0
Bacillus_cereus_ATCC_10987	93.0	consensus	Ancestor	NGA50	6669.0
Bacillus_cereus_ATCC_10987	93.0	consensus	Evolved	NGA50	7194.0
Bacillus_cereus_ATCC_10987	93.0	strain	Ancestor	NGA50	6653.0
Bacillus_cereus_ATCC_10987	93.0	strain	Evolved	NGA50	7194.0
Bacillus_cereus_ATCC_10987	93.5	consensus	Ancestor	NGA50	4980.0
Bacillus_cereus_ATCC_10987	93.5	consensus	Evolved	NGA50	5218.0
Bacillus_cereus_ATCC_10987	93.5	strain	Ancestor	NGA50	4980.0
Bacillus_cereus_ATCC_10987	93.5	strain	Evolved	NGA50	5218.0
Bacillus_cereus_ATCC_10987	94.0	consensus	Ancestor	NGA50	4021.0
Bacillus_cereus_ATCC_10987	94.0	consensus	Evolved	NGA50	4084.0
Bacillus_cereus_ATCC_10987	94.0	strain	Ancestor	NGA50	4016.0
Bacillus_cereus_ATCC_10987	94.0	strain	Evolved	NGA50	4084.0
Bacillus_cereus_ATCC_10987	94.5	consensus	Ancestor	NGA50	2956.0
Bacillus_cereus_ATCC_10987	94.5	consensus	Evolved	NGA50	3025.0
Bacillus_cereus_ATCC_10987	94.5	strain	Ancestor	NGA50	2953.0
Bacillus_cereus_ATCC_10987	94.5	strain	Evolved	NGA50	3015.0
Bacillus_cereus_ATCC_10987	95.0	consensus	Ancestor	NGA50	2302.0
Bacillus_cereus_ATCC_10987	95.0	consensus	Evolved	NGA50	2368.0
Bacillus_cereus_ATCC_10987	95.0	strain	Ancestor	NGA50	2295.0
Bacillus_cereus_ATCC_10987	95.0	strain	Evolved	NGA50	2358.0
Bacillus_cereus_ATCC_10987	95.5	consensus	Ancestor	NGA50	1803.0
Bacillus_cereus_ATCC_10987	95.5	consensus	Evolved	NGA50	1861.0
Bacillus_cereus_ATCC_10987	95.5	strain	Ancestor	NGA50	1781.0
Bacillus_cereus_ATCC_10987	95.5	strain	Evolved	NGA50	1856.0
Bacillus_cereus_ATCC_10987	96.0	consensus	Ancestor	NGA50	1377.0
Bacillus_cereus_ATCC_10987	96.0	consensus	Evolved	NGA50	1405.0
Bacillus_cereus_ATCC_10987	96.0	strain	Ancestor	NGA50	1355.0
Bacillus_cereus_ATCC_10987	96.0	strain	Evolved	NGA50	1392.0
Bacillus_cereus_ATCC_10987	96.5	consensus	Ancestor	NGA50	1094.0
Bacillus_cereus_ATCC_10987	96.5	consensus	Evolved	NGA50	1119.0
Bacillus_cereus_ATCC_10987	96.5	strain	Ancestor	NGA50	1075.0
Bacillus_cereus_ATCC_10987	96.5	strain	Evolved	NGA50	1092.0
Bacillus_cereus_ATCC_10987	97.0	consensus	Ancestor	NGA50	920.0
Bacillus_cereus_ATCC_10987	97.0	consensus	Evolved	NGA50	927.0
Bacillus_cereus_ATCC_10987	97.0	strain	Ancestor	NGA50	865.0
Bacillus_cereus_ATCC_10987	97.0	strain	Evolved	NGA50	877.0
Bacillus_cereus_ATCC_10987	97.5	consensus	Ancestor	NGA50	852.0
Bacillus_cereus_ATCC_10987	97.5	consensus	Evolved	NGA50	845.0
Bacillus_cereus_ATCC_10987	97.5	strain	Ancestor	NGA50	751.0
Bacillus_cereus_ATCC_10987	97.5	strain	Evolved	NGA50	737.0
Bacillus_cereus_ATCC_10987	98.0	consensus	Ancestor	NGA50	956.0
Bacillus_cereus_ATCC_10987	98.0	consensus	Evolved	NGA50	938.0
Bacillus_cereus_ATCC_10987	98.0	strain	Ancestor	NGA50	682.0
Bacillus_cereus_ATCC_10987	98.0	strain	Evolved	NGA50	672.0
Bacillus_cereus_ATCC_10987	98.5	consensus	Ancestor	NGA50	1613.0
Bacillus_cereus_ATCC_10987	98.5	consensus	Evolved	NGA50	1604.0
Bacillus_cereus_ATCC_10987	98.5	strain	Ancestor	NGA50	679.0
Bacillus_cereus_ATCC_10987	98.5	strain	Evolved	NGA50	578.0
Bacillus_cereus_ATCC_10987	99.0	consensus	Ancestor	NGA50	3416.0
Bacillus_cereus_ATCC_10987	99.0	consensus	Evolved	NGA50	3415.0
Bacillus_cereus_ATCC_10987	99.0	strain	Ancestor	NGA50	673.0
Bacillus_cereus_ATCC_10987	99.0	strain	Evolved	NGA50	NA
Bacillus_cereus_ATCC_10987	99.5	consensus	Ancestor	NGA50	7467.0
Bacillus_cereus_ATCC_10987	99.5	consensus	Evolved	NGA50	7467.0
Bacillus_cereus_ATCC_10987	99.5	strain	Ancestor	NGA50	611.0
Bacillus_cereus_ATCC_10987	99.5	strain	Evolved	NGA50	NA
Bacillus_cereus_ATCC_14579	90.0	consensus	Ancestor	NGA50	28874.0
Bacillus_cereus_ATCC_14579	90.0	consensus	Evolved	NGA50	36756.0
Bacillus_cereus_ATCC_14579	90.0	strain	Ancestor	NGA50	28874.0
Bacillus_cereus_ATCC_14579	90.0	strain	Evolved	NGA50	36756.0
Bacillus_cereus_ATCC_14579	90.5	consensus	Ancestor	NGA50	29437.0
Bacillus_cereus_ATCC_14579	90.5	consensus	Evolved	NGA50	36267.0
Bacillus_cereus_ATCC_14579	90.5	strain	Ancestor	NGA50	29437.0
Bacillus_cereus_ATCC_14579	90.5	strain	Evolved	NGA50	36267.0
Bacillus_cereus_ATCC_14579	91.0	consensus	Ancestor	NGA50	23394.0
Bacillus_cereus_ATCC_14579	91.0	consensus	Evolved	NGA50	29383.0
Bacillus_cereus_ATCC_14579	91.0	strain	Ancestor	NGA50	23394.0
Bacillus_cereus_ATCC_14579	91.0	strain	Evolved	NGA50	29383.0
Bacillus_cereus_ATCC_14579	91.5	consensus	Ancestor	NGA50	17846.0
Bacillus_cereus_ATCC_14579	91.5	consensus	Evolved	NGA50	18733.0
Bacillus_cereus_ATCC_14579	91.5	strain	Ancestor	NGA50	17846.0
Bacillus_cereus_ATCC_14579	91.5	strain	Evolved	NGA50	18733.0
Bacillus_cereus_ATCC_14579	92.0	consensus	Ancestor	NGA50	13785.0
Bacillus_cereus_ATCC_14579	92.0	consensus	Evolved	NGA50	15503.0
Bacillus_cereus_ATCC_14579	92.0	strain	Ancestor	NGA50	13785.0
Bacillus_cereus_ATCC_14579	92.0	strain	Evolved	NGA50	15503.0
Bacillus_cereus_ATCC_14579	92.5	consensus	Ancestor	NGA50	9992.0
Bacillus_cereus_ATCC_14579	92.5	consensus	Evolved	NGA50	10528.0
Bacillus_cereus_ATCC_14579	92.5	strain	Ancestor	NGA50	9992.0
Bacillus_cereus_ATCC_14579	92.5	strain	Evolved	NGA50	10528.0
Bacillus_cereus_ATCC_14579	93.0	consensus	Ancestor	NGA50	7910.0
Bacillus_cereus_ATCC_14579	93.0	consensus	Evolved	NGA50	8468.0
Bacillus_cereus_ATCC_14579	93.0	strain	Ancestor	NGA50	7867.0
Bacillus_cereus_ATCC_14579	93.0	strain	Evolved	NGA50	8468.0
Bacillus_cereus_ATCC_14579	93.5	consensus	Ancestor	NGA50	5843.0
Bacillus_cereus_ATCC_14579	93.5	consensus	Evolved	NGA50	6084.0
Bacillus_cereus_ATCC_14579	93.5	strain	Ancestor	NGA50	5839.0
Bacillus_cereus_ATCC_14579	93.5	strain	Evolved	NGA50	6070.0
Bacillus_cereus_ATCC_14579	94.0	consensus	Ancestor	NGA50	4373.0
Bacillus_cereus_ATCC_14579	94.0	consensus	Evolved	NGA50	4512.0
Bacillus_cereus_ATCC_14579	94.0	strain	Ancestor	NGA50	4373.0
Bacillus_cereus_ATCC_14579	94.0	strain	Evolved	NGA50	4512.0
Bacillus_cereus_ATCC_14579	94.5	consensus	Ancestor	NGA50	3250.0
Bacillus_cereus_ATCC_14579	94.5	consensus	Evolved	NGA50	3427.0
Bacillus_cereus_ATCC_14579	94.5	strain	Ancestor	NGA50	3243.0
Bacillus_cereus_ATCC_14579	94.5	strain	Evolved	NGA50	3427.0
Bacillus_cereus_ATCC_14579	95.0	consensus	Ancestor	NGA50	2477.0
Bacillus_cereus_ATCC_14579	95.0	consensus	Evolved	NGA50	2538.0
Bacillus_cereus_ATCC_14579	95.0	strain	Ancestor	NGA50	2453.0
Bacillus_cereus_ATCC_14579	95.0	strain	Evolved	NGA50	2514.0
Bacillus_cereus_ATCC_14579	95.5	consensus	Ancestor	NGA50	1945.0
Bacillus_cereus_ATCC_14579	95.5	consensus	Evolved	NGA50	1919.0
Bacillus_cereus_ATCC_14579	95.5	strain	Ancestor	NGA50	1920.0
Bacillus_cereus_ATCC_14579	95.5	strain	Evolved	NGA50	1898.0
Bacillus_cereus_ATCC_14579	96.0	consensus	Ancestor	NGA50	1413.0
Bacillus_cereus_ATCC_14579	96.0	consensus	Evolved	NGA50	1433.0
Bacillus_cereus_ATCC_14579	96.0	strain	Ancestor	NGA50	1396.0
Bacillus_cereus_ATCC_14579	96.0	strain	Evolved	NGA50	1424.0
Bacillus_cereus_ATCC_14579	96.5	consensus	Ancestor	NGA50	1124.0
Bacillus_cereus_ATCC_14579	96.5	consensus	Evolved	NGA50	1129.0
Bacillus_cereus_ATCC_14579	96.5	strain	Ancestor	NGA50	1104.0
Bacillus_cereus_ATCC_14579	96.5	strain	Evolved	NGA50	1110.0
Bacillus_cereus_ATCC_14579	97.0	consensus	Ancestor	NGA50	920.0
Bacillus_cereus_ATCC_14579	97.0	consensus	Evolved	NGA50	930.0
Bacillus_cereus_ATCC_14579	97.0	strain	Ancestor	NGA50	866.0
Bacillus_cereus_ATCC_14579	97.0	strain	Evolved	NGA50	884.0
Bacillus_cereus_ATCC_14579	97.5	consensus	Ancestor	NGA50	877.0
Bacillus_cereus_ATCC_14579	97.5	consensus	Evolved	NGA50	872.0
Bacillus_cereus_ATCC_14579	97.5	strain	Ancestor	NGA50	768.0
Bacillus_cereus_ATCC_14579	97.5	strain	Evolved	NGA50	767.0
Bacillus_cereus_ATCC_14579	98.0	consensus	Ancestor	NGA50	961.0
Bacillus_cereus_ATCC_14579	98.0	consensus	Evolved	NGA50	945.0
Bacillus_cereus_ATCC_14579	98.0	strain	Ancestor	NGA50	694.0
Bacillus_cereus_ATCC_14579	98.0	strain	Evolved	NGA50	693.0
Bacillus_cereus_ATCC_14579	98.5	consensus	Ancestor	NGA50	1643.0
Bacillus_cereus_ATCC_14579	98.5	consensus	Evolved	NGA50	1649.0
Bacillus_cereus_ATCC_14579	98.5	strain	Ancestor	NGA50	649.0
Bacillus_cereus_ATCC_14579	98.5	strain	Evolved	NGA50	621.0
Bacillus_cereus_ATCC_14579	99.0	consensus	Ancestor	NGA50	3841.0
Bacillus_cereus_ATCC_14579	99.0	consensus	Evolved	NGA50	3825.0
Bacillus_cereus_ATCC_14579	99.0	strain	Ancestor	NGA50	640.0
Bacillus_cereus_ATCC_14579	99.0	strain	Evolved	NGA50	508.0
Bacillus_cereus_ATCC_14579	99.5	consensus	Ancestor	NGA50	9229.0
Bacillus_cereus_ATCC_14579	99.5	consensus	Evolved	NGA50	9335.0
Bacillus_cereus_ATCC_14579	99.5	strain	Ancestor	NGA50	NA
Bacillus_cereus_ATCC_14579	99.5	strain	Evolved	NGA50	631.0
Bacillus_halodurans	90.0	consensus	Ancestor	NGA50	23698.0
Bacillus_halodurans	90.0	consensus	Evolved	NGA50	40480.0
Bacillus_halodurans	90.0	strain	Ancestor	NGA50	23698.0
Bacillus_halodurans	90.0	strain	Evolved	NGA50	40480.0
Bacillus_halodurans	90.5	consensus	Ancestor	NGA50	24014.0
Bacillus_halodurans	90.5	consensus	Evolved	NGA50	48837.0
Bacillus_halodurans	90.5	strain	Ancestor	NGA50	24014.0
Bacillus_halodurans	90.5	strain	Evolved	NGA50	48837.0
Bacillus_halodurans	91.0	consensus	Ancestor	NGA50	21694.0
Bacillus_halodurans	91.0	consensus	Evolved	NGA50	30727.0
Bacillus_halodurans	91.0	strain	Ancestor	NGA50	21694.0
Bacillus_halodurans	91.0	strain	Evolved	NGA50	30727.0
Bacillus_halodurans	91.5	consensus	Ancestor	NGA50	16874.0
Bacillus_halodurans	91.5	consensus	Evolved	NGA50	23926.0
Bacillus_halodurans	91.5	strain	Ancestor	NGA50	16874.0
Bacillus_halodurans	91.5	strain	Evolved	NGA50	23926.0
Bacillus_halodurans	92.0	consensus	Ancestor	NGA50	13186.0
Bacillus_halodurans	92.0	consensus	Evolved	NGA50	17437.0
Bacillus_halodurans	92.0	strain	Ancestor	NGA50	13186.0
Bacillus_halodurans	92.0	strain	Evolved	NGA50	17437.0
Bacillus_halodurans	92.5	consensus	Ancestor	NGA50	10466.0
Bacillus_halodurans	92.5	consensus	Evolved	NGA50	12707.0
Bacillus_halodurans	92.5	strain	Ancestor	NGA50	10466.0
Bacillus_halodurans	92.5	strain	Evolved	NGA50	12707.0
Bacillus_halodurans	93.0	consensus	Ancestor	NGA50	7877.0
Bacillus_halodurans	93.0	consensus	Evolved	NGA50	9404.0
Bacillus_halodurans	93.0	strain	Ancestor	NGA50	7877.0
Bacillus_halodurans	93.0	strain	Evolved	NGA50	9404.0
Bacillus_halodurans	93.5	consensus	Ancestor	NGA50	6041.0
Bacillus_halodurans	93.5	consensus	Evolved	NGA50	6744.0
Bacillus_halodurans	93.5	strain	Ancestor	NGA50	6017.0
Bacillus_halodurans	93.5	strain	Evolved	NGA50	6744.0
Bacillus_halodurans	94.0	consensus	Ancestor	NGA50	4637.0
Bacillus_halodurans	94.0	consensus	Evolved	NGA50	5131.0
Bacillus_halodurans	94.0	strain	Ancestor	NGA50	4637.0
Bacillus_halodurans	94.0	strain	Evolved	NGA50	5131.0
Bacillus_halodurans	94.5	consensus	Ancestor	NGA50	3266.0
Bacillus_halodurans	94.5	consensus	Evolved	NGA50	3604.0
Bacillus_halodurans	94.5	strain	Ancestor	NGA50	3263.0
Bacillus_halodurans	94.5	strain	Evolved	NGA50	3604.0
Bacillus_halodurans	95.0	consensus	Ancestor	NGA50	2572.0
Bacillus_halodurans	95.0	consensus	Evolved	NGA50	2716.0
Bacillus_halodurans	95.0	strain	Ancestor	NGA50	2557.0
Bacillus_halodurans	95.0	strain	Evolved	NGA50	2695.0
Bacillus_halodurans	95.5	consensus	Ancestor	NGA50	1903.0
Bacillus_halodurans	95.5	consensus	Evolved	NGA50	2013.0
Bacillus_halodurans	95.5	strain	Ancestor	NGA50	1888.0
Bacillus_halodurans	95.5	strain	Evolved	NGA50	2009.0
Bacillus_halodurans	96.0	consensus	Ancestor	NGA50	1479.0
Bacillus_halodurans	96.0	consensus	Evolved	NGA50	1559.0
Bacillus_halodurans	96.0	strain	Ancestor	NGA50	1457.0
Bacillus_halodurans	96.0	strain	Evolved	NGA50	1546.0
Bacillus_halodurans	96.5	consensus	Ancestor	NGA50	1135.0
Bacillus_halodurans	96.5	consensus	Evolved	NGA50	1186.0
Bacillus_halodurans	96.5	strain	Ancestor	NGA50	1127.0
Bacillus_halodurans	96.5	strain	Evolved	NGA50	1173.0
Bacillus_halodurans	97.0	consensus	Ancestor	NGA50	948.0
Bacillus_halodurans	97.0	consensus	Evolved	NGA50	961.0
Bacillus_halodurans	97.0	strain	Ancestor	NGA50	919.0
Bacillus_halodurans	97.0	strain	Evolved	NGA50	926.0
Bacillus_halodurans	97.5	consensus	Ancestor	NGA50	863.0
Bacillus_halodurans	97.5	consensus	Evolved	NGA50	875.0
Bacillus_halodurans	97.5	strain	Ancestor	NGA50	770.0
Bacillus_halodurans	97.5	strain	Evolved	NGA50	782.0
Bacillus_halodurans	98.0	consensus	Ancestor	NGA50	934.0
Bacillus_halodurans	98.0	consensus	Evolved	NGA50	934.0
Bacillus_halodurans	98.0	strain	Ancestor	NGA50	668.0
Bacillus_halodurans	98.0	strain	Evolved	NGA50	689.0
Bacillus_halodurans	98.5	consensus	Ancestor	NGA50	1447.0
Bacillus_halodurans	98.5	consensus	Evolved	NGA50	1437.0
Bacillus_halodurans	98.5	strain	Ancestor	NGA50	613.0
Bacillus_halodurans	98.5	strain	Evolved	NGA50	622.0
Bacillus_halodurans	99.0	consensus	Ancestor	NGA50	3357.0
Bacillus_halodurans	99.0	consensus	Evolved	NGA50	3360.0
Bacillus_halodurans	99.0	strain	Ancestor	NGA50	582.0
Bacillus_halodurans	99.0	strain	Evolved	NGA50	NA
Bacillus_halodurans	99.5	consensus	Ancestor	NGA50	8146.0
Bacillus_halodurans	99.5	consensus	Evolved	NGA50	8146.0
Bacillus_halodurans	99.5	strain	Ancestor	NGA50	2563.0
Bacillus_halodurans	99.5	strain	Evolved	NGA50	NA
Bacillus_subtilis	90.0	consensus	Ancestor	NGA50	46465.0
Bacillus_subtilis	90.0	consensus	Evolved	NGA50	53120.0
Bacillus_subtilis	90.0	strain	Ancestor	NGA50	46465.0
Bacillus_subtilis	90.0	strain	Evolved	NGA50	53120.0
Bacillus_subtilis	90.5	consensus	Ancestor	NGA50	40762.0
Bacillus_subtilis	90.5	consensus	Evolved	NGA50	48296.0
Bacillus_subtilis	90.5	strain	Ancestor	NGA50	40762.0
Bacillus_subtilis	90.5	strain	Evolved	NGA50	48296.0
Bacillus_subtilis	91.0	consensus	Ancestor	NGA50	32256.0
Bacillus_subtilis	91.0	consensus	Evolved	NGA50	36761.0
Bacillus_subtilis	91.0	strain	Ancestor	NGA50	32256.0
Bacillus_subtilis	91.0	strain	Evolved	NGA50	36761.0
Bacillus_subtilis	92.0	consensus	Ancestor	NGA50	18956.0
Bacillus_subtilis	92.0	consensus	Evolved	NGA50	20499.0
Bacillus_subtilis	92.0	strain	Ancestor	NGA50	18956.0
Bacillus_subtilis	92.0	strain	Evolved	NGA50	20499.0
Bacillus_subtilis	92.5	consensus	Ancestor	NGA50	13045.0
Bacillus_subtilis	92.5	consensus	Evolved	NGA50	14889.0
Bacillus_subtilis	92.5	strain	Ancestor	NGA50	13045.0
Bacillus_subtilis	92.5	strain	Evolved	NGA50	14889.0
Bacillus_subtilis	93.0	consensus	Ancestor	NGA50	9098.0
Bacillus_subtilis	93.0	consensus	Evolved	NGA50	9425.0
Bacillus_subtilis	93.0	strain	Ancestor	NGA50	8995.0
Bacillus_subtilis	93.0	strain	Evolved	NGA50	9425.0
Bacillus_subtilis	93.5	consensus	Ancestor	NGA50	6501.0
Bacillus_subtilis	93.5	consensus	Evolved	NGA50	7124.0
Bacillus_subtilis	93.5	strain	Ancestor	NGA50	6473.0
Bacillus_subtilis	93.5	strain	Evolved	NGA50	7124.0
Bacillus_subtilis	94.0	consensus	Ancestor	NGA50	5050.0
Bacillus_subtilis	94.0	consensus	Evolved	NGA50	5083.0
Bacillus_subtilis	94.0	strain	Ancestor	NGA50	5015.0
Bacillus_subtilis	94.0	strain	Evolved	NGA50	5083.0
Bacillus_subtilis	94.5	consensus	Ancestor	NGA50	3490.0
Bacillus_subtilis	94.5	consensus	Evolved	NGA50	3751.0
Bacillus_subtilis	94.5	strain	Ancestor	NGA50	3487.0
Bacillus_subtilis	94.5	strain	Evolved	NGA50	3731.0
Bacillus_subtilis	95.0	consensus	Ancestor	NGA50	2751.0
Bacillus_subtilis	95.0	consensus	Evolved	NGA50	2868.0
Bacillus_subtilis	95.0	strain	Ancestor	NGA50	2734.0
Bacillus_subtilis	95.0	strain	Evolved	NGA50	2867.0
Bacillus_subtilis	95.5	consensus	Ancestor	NGA50	2035.0
Bacillus_subtilis	95.5	consensus	Evolved	NGA50	2094.0
Bacillus_subtilis	95.5	strain	Ancestor	NGA50	2024.0
Bacillus_subtilis	95.5	strain	Evolved	NGA50	2085.0
Bacillus_subtilis	96.0	consensus	Ancestor	NGA50	1546.0
Bacillus_subtilis	96.0	consensus	Evolved	NGA50	1591.0
Bacillus_subtilis	96.0	strain	Ancestor	NGA50	1539.0
Bacillus_subtilis	96.0	strain	Evolved	NGA50	1577.0
Bacillus_subtilis	96.5	consensus	Ancestor	NGA50	1211.0
Bacillus_subtilis	96.5	consensus	Evolved	NGA50	1211.0
Bacillus_subtilis	96.5	strain	Ancestor	NGA50	1187.0
Bacillus_subtilis	96.5	strain	Evolved	NGA50	1200.0
Bacillus_subtilis	97.0	consensus	Ancestor	NGA50	988.0
Bacillus_subtilis	97.0	consensus	Evolved	NGA50	994.0
Bacillus_subtilis	97.0	strain	Ancestor	NGA50	950.0
Bacillus_subtilis	97.0	strain	Evolved	NGA50	955.0
Bacillus_subtilis	97.5	consensus	Ancestor	NGA50	898.0
Bacillus_subtilis	97.5	consensus	Evolved	NGA50	886.0
Bacillus_subtilis	97.5	strain	Ancestor	NGA50	793.0
Bacillus_subtilis	97.5	strain	Evolved	NGA50	798.0
Bacillus_subtilis	98.0	consensus	Ancestor	NGA50	973.0
Bacillus_subtilis	98.0	consensus	Evolved	NGA50	970.0
Bacillus_subtilis	98.0	strain	Ancestor	NGA50	705.0
Bacillus_subtilis	98.0	strain	Evolved	NGA50	722.0
Bacillus_subtilis	98.5	consensus	Ancestor	NGA50	1513.0
Bacillus_subtilis	98.5	consensus	Evolved	NGA50	1526.0
Bacillus_subtilis	98.5	strain	Ancestor	NGA50	674.0
Bacillus_subtilis	98.5	strain	Evolved	NGA50	639.0
Bacillus_subtilis	99.0	consensus	Ancestor	NGA50	3545.0
Bacillus_subtilis	99.0	consensus	Evolved	NGA50	3504.0
Bacillus_subtilis	99.0	strain	Ancestor	NGA50	644.0
Bacillus_subtilis	99.0	strain	Evolved	NGA50	520.0
Bacillus_subtilis	99.5	consensus	Ancestor	NGA50	9123.0
Bacillus_subtilis	99.5	consensus	Evolved	NGA50	9123.0
Bacillus_subtilis	99.5	strain	Ancestor	NGA50	1413.0
Bacillus_subtilis	99.5	strain	Evolved	NGA50	NA
Bacteroides_thetaiotaomicron	90.0	consensus	Ancestor	NGA50	32514.0
Bacteroides_thetaiotaomicron	90.0	consensus	Evolved	NGA50	47175.0
Bacteroides_thetaiotaomicron	90.0	strain	Ancestor	NGA50	32514.0
Bacteroides_thetaiotaomicron	90.0	strain	Evolved	NGA50	47175.0
Bacteroides_thetaiotaomicron	90.5	consensus	Ancestor	NGA50	32514.0
Bacteroides_thetaiotaomicron	90.5	consensus	Evolved	NGA50	46609.0
Bacteroides_thetaiotaomicron	90.5	strain	Ancestor	NGA50	32514.0
Bacteroides_thetaiotaomicron	90.5	strain	Evolved	NGA50	46609.0
Bacteroides_thetaiotaomicron	91.0	consensus	Ancestor	NGA50	26248.0
Bacteroides_thetaiotaomicron	91.0	consensus	Evolved	NGA50	32026.0
Bacteroides_thetaiotaomicron	91.0	strain	Ancestor	NGA50	26248.0
Bacteroides_thetaiotaomicron	91.0	strain	Evolved	NGA50	32026.0
Bacteroides_thetaiotaomicron	91.5	consensus	Ancestor	NGA50	20657.0
Bacteroides_thetaiotaomicron	91.5	consensus	Evolved	NGA50	23860.0
Bacteroides_thetaiotaomicron	91.5	strain	Ancestor	NGA50	20657.0
Bacteroides_thetaiotaomicron	91.5	strain	Evolved	NGA50	23860.0
Bacteroides_thetaiotaomicron	92.0	consensus	Ancestor	NGA50	14949.0
Bacteroides_thetaiotaomicron	92.0	consensus	Evolved	NGA50	16611.0
Bacteroides_thetaiotaomicron	92.0	strain	Ancestor	NGA50	14949.0
